               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 178,            0.029345,             0.03294,            0.003976,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004126,            0.004126,            0.004126
                 179,            0.030474,            0.030851,            0.004188,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004093,            0.004093,            0.004093
                 180,            0.029125,            0.034259,           0.0046254,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                 181,            0.028505,            0.031105,           0.0046884,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004027,            0.004027,            0.004027
                 182,            0.027612,            0.028364,           0.0043801,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003994,            0.003994,            0.003994
                 183,            0.029389,            0.031784,           0.0040886,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                 184,            0.029181,            0.033723,           0.0046008,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003928,            0.003928,            0.003928
                 185,            0.030162,            0.036339,           0.0043692,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003895,            0.003895,            0.003895
                 186,            0.028355,            0.031818,           0.0040228,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                 187,            0.028999,            0.030616,           0.0041801,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003829,            0.003829,            0.003829
                 188,             0.02977,            0.034288,           0.0043411,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003796,            0.003796,            0.003796
                 189,            0.029728,            0.032972,           0.0041874,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
